40,J02459.1,V01146.1,X51522.1,AF063097.1,AF064539.1,U32222.1,U02303.1,AF125520.1,AP000363.1,AF083977.1,AF069308.1,AF069529.1,AF335538.1,AJ298298.1,AP004402.1,AF527608.1,AY055382.1,BK000583.1,AF158101.6,AP005153.1,AP005154.1,AF503408.1,AF547987.1,AY135486.1,AB102868.1,AJ556162.1,AY736146.1,DQ904452.1,AB255436.1,AB285204.1,CP000711.1,DQ126339.2,EU311208.1,AB362338.2,AB426868.1,AM491472.1,EU734174.1,EU570103.1,EU078592.1,FJ184280.1,FJ188381.1,FM180578.1,FJ230960.1,FJ000341.1,FJ839692.1,FJ839693.1,GQ357916.1,GU071091.1,GU169904.1,GU573886.1,AP011113.1,HM137666.1,FR667955.1,HM208303.1,HM173637.1,HM770079.1,HM208537.1,HQ110083.1,HQ110084.1,HM035025.1,JN202312.1,HM997020.1,JF314845.1,JF912400.1,JF461087.1,JF719729.1,JF719730.1,JF719731.1,JF719732.1,JF719734.1,JN600960.1,JF974339.1,JN627160.1,JQ011317.1,JQ011318.1,JF900176.1,JN391180.1,JQ288021.1,JQ177065.1,JQ086377.1,JQ086374.1,JQ086372.1,JQ086369.1,JQ086376.1,JQ691610.1,JN986846.1,JQ086370.1,JQ086371.1,JQ086373.1,JQ806763.1,JQ806764.1,JQ182726.1,JQ182727.1,JQ182728.1,JQ182730.1,JQ182731.1,JQ182732.1,JQ182733.1,JQ182734.1,JX128259.1,HE956711.1,JX434033.1,JX509734.1,JX536493.1,JX181825.1,JX880034.1,JX871397.1,JX872508.1,JX000007.1,JQ957925.1,KC139521.1,KC618326.1,KC736978.1,KF208315.1,KF030445.1,KC911856.1,KC911857.1,KF322032.1,KC814930.1,AP013552.1,AP013553.1,AP013556.1,AP013557.1,AP013558.1,AP013561.1,AP013562.1,AP013564.1,KF971864.1,KF925357.1,KJ419279.1,KF562341.1,KJ477684.1,KJ477685.1,KJ477686.1,KJ603229.1,KJ909655.1,KM190144.1,KJ832078.1,KM242061.1,KM360178.1,KM407600.1,LK985321.1,LK985322.1,KM501444.1,KJ668714.2,KM606994.1,KM606995.1,KM606996.1,KM606997.1,KM606998.1,KM606999.1,KM607000.1,KM607001.1,KM607002.1,KM607003.1,KM607004.1,KM657822.1,KM236242.1,KP010268.1,KP063541.1,KP797973.1,KP719132.1,KP719134.1,KR014248.1,KP869101.1,KP869104.1,KP869108.1,KP869109.1,KJ000058.2,KF766125.2,KF582788.2,JQ067084.3,Pathogen
CP001665.1,0,0,0,0,0,0.00022887,0,0,0,0,0,0.001687955,0,2.35E-05,0,0,0,0,0,0,0,0.000265693,0.024356476,0,0,0,0,0,0,0,0.0166912,0.00015359,0,0,0,0,0,0,0.037214942,0.02352467,0.018202098,0.00015785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-05,0.060386635,0,0,0,0,0.000123941,0,0,0,0.001593087,0,0,0,0,0,0,0,0,0,0,0,0.002435944,0,0,0,0,0,0,0,0,0.000733242,0.000234099,0,0.001908438,0,0,0,0,0.002888967,0.020779033,0,0.003953154,0,0,0,0.018731589,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,0.000851951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90E-05,0,0,0,0.000231522,0.000164376,0.000337274,0,0
CP001671.1,0.125126385,0,0,0,0,0,0,0.055267844,0.052497284,0,0.009137355,0.017685738,0.006299336,0.001833741,0.054091992,0.003934269,0,0.003934269,0.00054493,0.053293112,0.060070389,0,0.016639319,0,0.009980137,0.137428841,0.004486221,0.0005007,0.039203309,0.028841648,0,0.000281582,0.040466926,0.003940319,0.003940319,0,0,0.006865574,0.134286247,0.152067569,0.138730379,0.147291988,0,0.007206371,0.00053822,0.000528692,0,0,0,0.004820515,0.000531673,0.000544875,0,0.044149804,0.00742723,0,0.000100935,0.000243682,0.000271058,0.000536571,0.000534695,0.000534904,0,0,0,0,0,0,0,0,0.015075758,0.015075758,2.11E-05,0.00236898,0.011484892,0.009503854,0,0,0,0.004338499,0.016801276,0.010182881,0.013975717,0.092984209,0,0.000496002,0.056649701,0,0.009659602,0.003396739,0.013353721,0.013584711,0.008837411,0.027231229,0.001308192,0.005112366,0.015351931,0.008838699,0.014435019,0.000515761,0.00049811,0,0.078565841,0,0,0,0,0,0,0,0.000269333,0.00269637,0.000217202,0.000512698,0,0,0,0.000238173,0.014552229,0,0,0,0,0,0,0,0,3.29E-05,0.000293522,0,0.000119568,0.000544869,0.000551751,0.000555589,0.007868109,0.052723126,0,0.022349689,0,0,0.000130163,0,0,0.000539561,0.000510725,0.000291038,0.000291052,0.000291052,0.00029105,0.00029105,0.00029104,0.000538969,0.000500588,0.000248783,0.000544785,0.00052867,0,0,0,0,0,0,0,0,0,8.11E-05,0.001227496,0,0,0.010109146,0,0,0
CP001846.1,0.364236634,0,0,0.000119211,0,0,0.024004753,0.102138505,0.097010503,0,0.020264296,0.043987605,0.017486539,0.001198984,0.116410407,0.006836992,0,0.006836992,0.000586392,0.099396682,0.102383619,2.95E-05,0.074941032,0,0.014413061,0.259543184,0.008117924,0.000699773,0.065133972,0.315554041,0.024101195,0,0.077868657,0.006847505,0.006847505,0,0,0.011310743,0.356363382,0.26945274,0.268440536,0.271415041,0,0.012995896,0.000737784,0.000724724,0,0,0,0.013947684,0.000567517,0.00074032,0,0.089965638,0.037573044,0,0.000100935,0.000139247,0.00030494,0.000663178,0.000732953,0.000733239,0.001898477,0,0,0,0,0,0,0,0.037575758,0.037575758,2.11E-05,0.000603419,0.047917428,0.017585871,0,0.001376098,0,0.03162284,0.043075082,0.074281171,0.050158102,0.305880853,0,0.000693208,0.055199036,0.000286805,0.039486191,0.010341184,0.021814475,0.035304752,0.01037854,0.332868611,0.002142728,0.012860795,0.03647032,0.055986003,0.042250551,0.000713669,0.000696153,0,0.14779661,0,0,0,0.000759038,0,0,0,0.000269333,0.004750746,0.055603823,0.000637892,0.032724505,0,0,0.000446575,0.095093029,0,0,0,0,0,0,0,0,0.015935206,0.000419317,0,0.000316855,0.000740311,0.000749661,0.000754877,0.03045102,0.101294695,0,0.065498799,0,0,0.000230743,0,0,0.000739623,0.000706701,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000720644,0.000699617,0.000444255,0.000740197,0.000724694,0,0,0,0.336632556,0,0,0,0,0,9.36E-05,7.67E-05,0,0,0.05853442,0,0,1
CP001855.1,0.221426655,0,0,0,0,0,0,0.028197546,0.026750733,0,0.072263706,0.077872673,0.133070208,0,0.028253844,0.022861941,0,0.022861941,0.000586392,0.028004022,0.027755559,0,0.080786586,0,0.02267332,0.03590263,0.002029481,0.000784229,0.024169837,0.049120266,0,0,0.020868737,0.020710699,0.020734725,0,0,0.039378142,0.244788509,0.042725491,0.041383101,0.042584538,0,0.030755325,0.000822448,0.000807889,0,0,0,0.015587149,0.00057349,0.000823235,0,0.019766756,0.046310961,0,0.000100935,0.000243682,0.000271058,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.216035354,0.216035354,2.11E-05,0.000893955,0.001296413,0.038489361,0,0.002476977,0,0.068572393,0.084928707,0.062969708,0.055661493,0.221801875,0,0.000776871,0.072434904,0.00011031,0.066666667,0.045591787,0.008827727,0.051265496,0.047389713,0.037620022,0.000902201,0.072531686,0.058524495,0.084138056,0.076861789,0.00079763,0.000780172,0,0.051421121,0,0,0,0.000433736,0,0,0,0.000269333,0.00269637,0.001230814,0.000637892,0.001627769,0,0,0.000238173,0.0138221,0,0,0,0,0,0,0,0,3.29E-05,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.00413355,0.02847016,0,0.090044699,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0,0,0,0,0,0,0,9.36E-05,0.007953151,0,0,0.004635413,0,0,1
CP001925.1,0.305098735,0,0,0,0,0,0.02875817,0.904902714,0.843726336,0,0.018520338,0.074471569,0.021355011,0.005994922,0.875820194,0.006669066,0,0.006669066,0.000586392,0.799681582,0.859270517,0.003335925,0.040431751,0,0.013008091,0.448346314,0.007605213,0.000699773,0.376052758,0.219401014,0.014745141,0.002611033,0.938664337,0.006679321,0.006679321,0,0,0.015686092,0.31303922,0.484106191,0.471023747,0.499263365,0,0.014266172,0.000737784,0.000724724,0,0,0,0.007267477,0.000567517,0.00074032,0,0.829440144,0.012178472,0,0.000605608,0.000139247,0.00030494,0.000663178,0.000732953,0.000733239,0.001898477,0,0,0,0,0,0,0,0.034621212,0.034621212,2.11E-05,0.005810705,0.505700894,0.007608072,0,0.00114322,0,0.017956567,0.044545817,0.023418062,0.066282073,0.2712801,0,0.000693208,0.037963168,0.000419176,0.027052023,0.013687601,0.02432212,0.016193182,0.010161819,0.240943536,0.000902201,0.01341996,0.049621892,0.036490877,0.044711065,0.000713669,0.000696153,0,0.147431551,0,0,0,0.00060723,0,0,0,0.000269333,0.012839855,0.015107636,0.000637892,0.174403856,0,0,0.000238173,0.020443616,0,0,0,0,0,0,0,0,0.041813453,0.000419317,0,0.000316855,0.000740311,0.000749661,0.000754877,0.177790546,0.802678,0,0.072655866,0,0,0.000230743,0,0,0.000739623,0.000706701,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000720644,0.000699617,0.000444255,0.000740197,0.000724694,0,0,0,5.59E-05,0,0,0,0,0,9.36E-05,0.006469926,0,0,0.354083109,0,0,1
CP001969.1,0.260569919,0,0,0.24184896,0,0.000392349,0,0.050628155,0.051690646,0.007770326,0.010512871,0.020860101,0.006273198,0.003620463,0.048983123,0.004989804,0.007255049,0.004989804,0.000586392,0.054449472,0.053399456,0.002971827,0.020151779,0.000326829,0.013831694,0.056036741,0.004486221,0.000784229,0.034917524,0.364929919,0.996008084,0.002457443,0.035956484,0.004997477,0.004997477,0,0,0.009169615,0.284894837,0.057290999,0.054412311,0.056510453,0,0.00962478,0.000822448,0.000807889,0.01760942,0,0,0.00320552,0.00057349,0.000823235,0,0.03604526,0.011932718,0,0.000161495,0.000243682,0.00030494,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.016010101,0.016010101,2.11E-05,0.002994748,0.00777848,0.011299858,0.000672791,0,0,0.005591844,0.017923023,0.01208095,0.016389486,0.233257529,0.000672704,0.000776871,0.058690467,0.00011031,0.009916506,0.005912842,0.013720693,0.01526343,0.006911,0.388500371,0.001714183,0.006843114,0.016414173,0.010724592,0.016379997,0.00079763,0.000780172,0,0.086179922,0,0,0,0.002190367,0,0,0,0.041813958,0.230314897,0.069239309,0.000637892,0.044922205,0.000672704,0.000672704,0.228705826,0.090309424,0,0,0,0,0,0,0,0,0.001843743,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.00782023,0.053855368,0,0.025476061,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0.00207508,0.364368395,0,0.004414066,0,0,0,9.36E-05,0.316284779,0,0,0.011226905,0,0,1
CP002167.1,0.022924705,0,0,0,0,0.00022887,0,0.006208035,0.007720673,0,0.050427392,0.073614995,0.114172199,0.002068836,0.006104528,0.014561593,0.022887061,0.014561593,0,0.006770571,0.011758119,0.000177129,0.113065327,0,0.021825493,0.002689205,0.002307199,0,0.00877091,0.035828399,0.011052618,0.000588762,0.006702136,0.014559958,0.014583984,0,0,0.053900577,0.033950473,0.040471959,0.046458997,0.025378841,0,0.024892515,0,0,0,0,0,0.014657303,0,0,0,0.004095658,0.05510349,0.000205471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127373737,0.127373737,2.11E-05,0.032450553,0,0.026915114,0,0.002095903,0.000123941,0.085805876,0.079768671,0.063636597,0.0449685,0.016769038,0,0,0.055272799,0,0.049736673,0.024129428,0.010254842,0.05072314,0.032219226,0.05052731,0.000834536,0.037038023,0.049040188,0.067074141,0.066925997,0,0,0,0.233976532,0.000733242,0.000234099,0,0.002320488,0,0,0,0.000134667,0.003338362,0.248383049,0,0.022704211,0,0,0.000119087,0.268234346,0,0,0,0,0,0,0,0,0.002864386,0,0,0,0,0,0,0.006048709,0.008007745,0.000851951,0.180063561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90E-05,0,0.002378273,0,0.000231522,0.002038267,0.000337274,0,1
CP002185.1,0,0,0,0.269237647,0,0.000163479,0.033392751,0.001257944,0.001267573,0.083019794,0,0,0,0.01546925,0.001256815,0.000167926,0,0.000167926,0.000349466,0.001290431,0.001231803,0.009968412,0,0.000163415,0.000169565,0,0.000149541,0.000542927,0,0,0.075946209,0.002201459,0.001222902,0.000168184,0.000168184,0,0,0,0,0,0,0,0,0,0.000580552,0.000570274,0.020082805,0,0,0.000171287,0.000334536,0.000586333,0,0,0.000245754,0.034020195,0.000100935,0.00020887,0.00030494,0.000422022,0.00057675,0.000576975,0,0,0,0,0,0,0,0,0,0,2.11E-05,4.47E-05,0.001196689,0.000174611,0,0,0,0,0,0.000230846,0,0,0,0.000537834,0,0,0.000231214,0,0,0.000232438,0,0,0,0,0,0.000204494,0.000210901,0.000557741,0.000540119,0,0.000443286,0,0,0,0,0,0,0,0.058815608,0.287452252,0.000217202,0.000399428,0.004312532,0,0,0.331596654,0.00168685,0,0,0,0,0,0,0,0,0.000181082,0.000401347,0,0.000382617,0.000586326,0.000593732,0.000597862,0.000335153,0.001263517,0,0,0,0,0.000212994,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000478411,0.000542806,0.000515336,0.000586236,0.000570251,0,0,0,0.016160599,0,0,0,0,0,2.49E-05,0,0,0,0.000427379,0,0,0
CP002211.1,0.136537152,0,0,0,0,0,0,0.049566254,0.046686202,0,0.009137355,0.017962865,0.013225992,0.000587737,0.049276924,0.003934269,0,0.003934269,0.00054493,0.050041897,0.054487282,0,0.019049328,0,0.011142871,0.067893689,0.004486221,0.0005007,0.033605209,0.031397776,0,0,0.034924164,0.003940319,0.003940319,0,0,0.008680879,0.147227533,0.060790385,0.074214772,0.067349516,0,0.009111784,0.00053822,0.000528692,0,0,0,0.004820515,0.000531673,0.000544875,0,0.038093089,0.00742723,0,0.002402245,0.000243682,0.000271058,0.000536571,0.000534695,0.000534904,0,0,0,0,0,0,0,0,0.015075758,0.015075758,2.11E-05,0.00236898,0.004421102,0.01242236,0,0.001016196,0,0.004338499,0.016801276,0.010593275,0.01624466,0.105077469,0,0.000496002,0.056649701,0,0.009659602,0.003396739,0.013720693,0.013997934,0.008837411,0.038429538,0.001308192,0.005112366,0.015351931,0.009224966,0.014833388,0.000515761,0.00049811,0,0.078565841,0,0,0,0.002146993,0,0,0,0.000269333,0.00269637,0.000217202,0.000512698,0,0,0,0.000238173,0.014552229,0,0,0,0,0,0,0,0,0,0.000293522,0,0.000119568,0.000544869,0.000551751,0.000555589,0.006543458,0.049539719,0,0.022892282,0,0,0.000130163,0,0,0.000539561,0.000510725,0.000291038,0.000291052,0.000291052,0.00029105,0.00029105,0.00029104,0.000538969,0.000500588,0.000248783,0.000544785,0.00052867,0,0,0,0,0,0,0,0,0,8.11E-05,0.001227496,0,0,0.008744822,0,0,1
CP002212.1,0.136537152,0,0,0,0,0,0,0.049566254,0.046686202,0,0.009137355,0.017962865,0.013225992,0.000587737,0.049276924,0.003934269,0,0.003934269,0.00054493,0.050041897,0.054487282,0,0.019049328,0,0.011142871,0.067893689,0.004486221,0.0005007,0.033605209,0.031397776,0,0,0.034924164,0.003940319,0.003940319,0,0,0.008680879,0.147227533,0.060790385,0.074214772,0.067349516,0,0.009111784,0.00053822,0.000528692,0,0,0,0.004820515,0.000531673,0.000544875,0,0.038093089,0.00742723,0,0.002402245,0.000243682,0.000271058,0.000536571,0.000534695,0.000534904,0,0,0,0,0,0,0,0,0.015075758,0.015075758,2.11E-05,0.00236898,0.004421102,0.01242236,0,0.001016196,0,0.004338499,0.016801276,0.010593275,0.01624466,0.105077469,0,0.000496002,0.056649701,0,0.009659602,0.003396739,0.013720693,0.013997934,0.008837411,0.038429538,0.001308192,0.005112366,0.015351931,0.009224966,0.014833388,0.000515761,0.00049811,0,0.078565841,0,0,0,0.002146993,0,0,0,0.000269333,0.00269637,0.000217202,0.000512698,0,0,0,0.000238173,0.014552229,0,0,0,0,0,0,0,0,0,0.000293522,0,0.000119568,0.000544869,0.000551751,0.000555589,0.006543458,0.049539719,0,0.022892282,0,0,0.000130163,0,0,0.000539561,0.000510725,0.000291038,0.000291052,0.000291052,0.00029105,0.00029105,0.00029104,0.000538969,0.000500588,0.000248783,0.000544785,0.00052867,0,0,0,0,0,0,0,0,0,8.11E-05,0.001227496,0,0,0.008744822,0,0,1
CP002291.1,0.142314756,0,0,0,0,0,0,0.022022186,0.018190498,0,0.056469837,0.091527473,0.075409065,0,0.021953449,0.025356843,0,0.025356843,0.000580469,0.023160717,0.030043193,0,0.097143883,0,0.014824863,0.038417211,0.002328562,0.000542927,0.029286201,0.020278618,0.104014371,0.000179189,0.022202811,0.022584753,0.022584753,2.22E-05,0,0.025088438,0.138879821,0.028892838,0.041302274,0.045548618,0,0.025161227,0.000580552,0.000570274,0,0,0,0.010815572,0.000812445,0.000586333,0,0.024799556,0.034951668,0,0.00072673,0.00041774,0.00030494,0.000572745,0.00057675,0.000576975,0,0,0,0,0,0,0,0,0.172272727,0.172272727,2.11E-05,0,0.008360203,0.032502682,0,0.000381073,0.000165255,0.052254815,0.073187756,0.078949393,0.050496029,0.132664555,0,0.000537834,0.084482801,0.004875681,0.048118176,0.032357085,0.009785933,0.048502066,0.06246388,0.047131839,0.004804222,0.048008308,0.037886644,0.067914839,0.08597741,0.000557741,0.000540119,0,0.044432855,0,0,0,0.009780746,0,0,0,0.000269333,0.00349886,0.002702964,0.000548468,0,0,0,0.000238173,0.020217025,0,0,0,0,0,0,0,0,0.001399269,0.000329464,0,0.000161417,0.000586326,0.000593732,0.000597862,0.005027291,0.025713395,0,0.082965145,0,0,0.000136079,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000575304,0.000542806,0.000290247,0.000586236,0.000570251,0,0,0,0,0,0,0.000115306,0,0,0.000243262,0.000409165,0,0,0.008366757,0,0,0
CP002516.1,0.28923096,0,0,0.275496215,0,0.000392349,0.029590018,0.010978419,0.039130148,0.996728284,0.083783651,0.056710251,0.110826494,0,0.010772696,0.014177762,0,0.014177762,0,0.040120664,0.04031355,0.00669153,0.135498923,0.000163415,0.013807471,0.021618412,0.004251228,0,0.035233143,0.03167469,0,0,0.012689589,0.011628745,0.011628745,0,0,0.039052318,0.350627244,0.051043403,0.042902637,0.023291708,0,0.040795388,0,0,0.516023228,0,0,0.025717572,0,0,0,0.013293534,0.088089127,0.000176118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222348485,0.222348485,2.11E-05,0.070644765,0.000182828,0.033500461,0,0.002519318,0.000123941,0.093109017,0.044047263,0.039243851,0.076806102,0.327070625,0,0,0.055125274,0.00011031,0.064328838,0.025966184,0.014169215,0.091942149,0.042766326,0.034247037,0.002638939,0.101262115,0.059561446,0.041625957,0.055115527,0,0,0,0.0126206,0.000496712,0.000234099,0,0.002559042,0,0,0,0.053765613,0.300484705,0.000748142,0,0.018835616,0,0,0.275179374,0.000604245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002697182,0.04138429,0.001844515,0.076247319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40504487,0.018369401,0,0,0.000115306,0,2.37E-05,0,0.002199264,0,0.000231522,0.002104017,0.000254435,0,0
CP002729.1,0.024678621,0,0,0,0,0,0.024836601,0.002564898,0.002683304,0,0.001080762,0.004937898,0.005332218,0.031009028,0.002562596,0.000359842,0.023161306,0.000359842,0.00022508,0.001809955,0.022716365,9.84E-06,0.001820326,0,0.001816772,0.024045682,0.000320444,0.000470537,0.000913636,0.056596941,0.205458946,0.002841418,0.002493449,0.000360395,0.000360395,0,0,0.000930925,0.02334095,0.007530093,0.028095246,0.028114915,0,0,0.000471698,0.000463348,0,0,0,0.001541586,0.000227007,0.000461959,0,0.000954497,0.001638359,0.057825525,0.000121122,0.00020887,0.00030494,0.000313502,0.000468609,0.000468792,0,0,0,0,0,0,0,0,0.000328283,0.000328283,2.11E-05,0.000804559,0.005684274,0.000374167,0,0,0,0.002072839,0.003614518,0.000846436,0.004489609,0.025823043,0,0.000466122,0.000319638,0,0.001130379,0.001534823,0,0.001549587,0.000313042,0.049965146,0.00013533,0.000692299,0,0.004317103,0.00445236,0.000467783,0.000468103,0,0.219191656,0,0.000132867,0,0.000130121,0,0,0,0.000269333,0.018136295,0.285235061,0.000310004,0.004016574,0,0,0.000238173,0.296633853,0,0,0,0,0,0,0,0,0.000428012,0.000551103,0,0.000615775,0.000461954,0.000467789,0.000471043,0.003798398,0.001772206,0,0.000439242,0,0,0.000195244,0,0,0.000472873,0.000463216,0.000207884,0.000207894,0.000207894,0.000207893,0.000207893,0.000207885,0.000369406,0.000470432,0.000402791,0.000461883,0.000463329,0,0,0,0,0,0,0,0,0,1.25E-05,0.376125205,0.000158391,0.000131404,0.005325794,0,0,1
CP002797.2,0.211811072,0,0,0.237527568,0,0.00022887,0,0.023002402,0.02118658,5.45E-05,0.002751032,0.000932154,0.001359193,0,0.021088369,0.000167926,0,0.000167926,0.000586392,0.022456846,0.027147656,0,0.004871295,0.000163415,0.001719878,0.130705829,0.000149541,0.000784229,0.038090334,0.043773697,0,0,0.017406496,0.000168184,0.000168184,0,0,0.00237386,0.238586019,0.168758359,0.172063174,0.173845938,0,0.002491694,0.000822448,0.000807889,5.38E-05,0,0,0.000171287,0.00057349,0.000823235,0,0.017215647,0.002566763,0,0,0.000382928,0.000271058,0.000663178,0.000817062,0.000817381,0,0,0,0,0,0,0,0,0.002424242,0.002424242,0,0.00040228,0.006664894,0.000374167,0,0,0,0,0.008849337,0.002385411,0,0.211706446,0,0.000776871,0.006712399,0.000507424,0.002491972,0.000327093,0.000163099,0.002427686,0.000650164,0.041240359,0.001285637,0.001437853,0.0011887,0.001840449,0.001898111,0.00079763,0.000780172,0,0.036349413,0,0,0,0.000910846,0,0,0,0.115038885,0.299264918,0.005502462,0.000637892,0.011690343,0,0,0.308344994,0.00465772,0,0,0,0,0,0,0,0,0.000707866,0.000419317,0,0.000400552,0.000823226,0.000833623,0.000839423,0.005458202,0.021988481,0,0.001136863,0,0,0.000313574,0,0,0.000824497,0.000789843,0.000332615,0.00033263,0.00033263,0.000332628,0.000332628,0.000332617,0.000720644,0.000784054,0.000527182,0.000823099,0.000807855,0,0,0.003287789,0.148129508,0,0,0,0,0,9.36E-05,0.293703969,0,0,0.006739431,0,0,1
CP002967.1,0,0,0,0.261727365,0,0.000163479,0.033392751,0.001257944,0.001267573,0.000490757,0,0,0,0.01546925,0.001256815,0.000167926,0,0.000167926,0.000349466,0.001290431,0.001231803,0.003729544,0,0.000163415,0.000169565,0,0.000149541,0.000542927,0,0,0.075946209,0.002201459,0.001222902,0.000168184,0.000168184,0,0,0,0,0,0,0,0,0,0.000580552,0.000570274,0.002365846,0,0,0.000171287,0.000334536,0.000586333,0,0,0.000245754,0.034020195,0.000100935,0.00020887,0.00030494,0.000422022,0.00057675,0.000576975,0,0,0,0,0,0,0,0,0,0,2.11E-05,4.47E-05,0.001196689,0.000174611,0,0,0,0,0,0.000230846,0,0,0,0.000537834,0,0,0.000231214,0,0,0.000232438,0,0,0,0,0,0.000204494,0.000210901,0.000557741,0.000540119,0,0.000443286,0,0,0,0,0,0,0,0.058815608,0.287965846,0.000217202,0.000399428,0.004312532,0,0,0.323558308,0.00168685,0,0,0,0,0,0,0,0,0.000181082,0.000401347,0,0.000382617,0.000586326,0.000593732,0.000597862,0.000335153,0.001263517,0,0,0,0,0.000212994,0,0,0.000581998,0.000552296,0.000570197,0.000570224,0.000570224,0.00057022,0.00057022,0.0005702,0.000478411,0.000542806,0.000515336,0.000586236,0.000570251,0,0,0.012989463,0.000866745,0,0,0,0,0,2.49E-05,0,0,0,0.000427379,0,0,0
CP002970.1,0.272290201,0,0,0.274184896,0,0.000392349,0.036720143,0.001339628,0.001349883,0.057091444,0,0.001536795,0,0,0.00137107,0,0,0,0,0.001374225,0.00131179,0.000324736,0,0.000163415,0,0.010582195,0,0,0.000564793,0.031099561,0,0,0.001302311,0,0,0,0,0,0.331273609,0.034792327,0.027594122,0.006682335,0,0,0,0,0.015243575,0,0,0,0,0,0,0,0,0.000176118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-05,0.070644765,0,0,0,0,0.000123941,0,0,0,0.001424123,0.281162993,0,0,0,0.00011031,0,0,0,0,0,0.032672978,0.002638939,0,0,0.003067415,0.003163519,0,0,0,0,0.000496712,0.000234099,0,0.002559042,0,0,0,0.053765613,0.293936379,0,0,0.018835616,0,0,0.27113043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001345564,0.000521096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022718086,0,0,0,0.000115306,0,2.37E-05,0,0,0,0.000231522,0.000197252,0.000254435,0,0
CP003034.1,0.23421992,0,0,0,0,0,0.017944147,0.035353123,0.043788891,0,0.046595598,0.052603734,0.070207538,0.003455896,0.034309405,0.010219503,0.006656694,0.010219503,0.000586392,0.045986258,0.058262678,0.00223379,0.01774177,0,0.009810571,0.074197604,0.003097629,0.000627383,0.064386452,0.324969113,0.072677827,0,0.063289129,0.010235218,0.010235218,0.001843953,0,0.013661329,0.25856923,0.068137264,0.07500687,0.083467799,0,0.01023549,0.000665215,0.000653439,0,0,0,0.009273986,0.000567517,0.000669249,0,0.068741106,0.031046912,0,0.000100935,0.000243682,0.00030494,0.000819929,0.000660859,0.000661117,0,0,0,0,0,0,0,0,0.012727273,0.012727273,2.11E-05,0.001407979,0.013745305,0.013470029,0,0.001736001,0,0.024464316,0.019069698,0.013106933,0.034396196,0.230367049,0,0.000621497,0.023087704,6.62E-05,0.038073218,0.013083736,0.005851172,0.027066116,0.023550376,0.380225315,0.001172862,0.040126744,0.014593186,0.011110859,0.045414069,0.000641702,0.000624137,0,0.070691004,0,0,0,0.000390362,0,0,0,0.000269333,0.00269637,0.037358818,0.000792894,0.019723491,0,0,0.03911995,0.062136509,0,0,0,0,0,0,0,0,0.004247193,0.000545113,0,0.000245114,0.000669241,0.000677694,0.000682408,0.007660634,0.046356312,0,0.050771258,0,0,0.000159745,0,0,0.000666873,0.000635437,0.000326675,0.000326691,0.000326691,0.000326689,0.000326689,0.000326677,0.000666142,0.000627243,0.000373174,0.000669138,0.000653412,0,0,0,0,0,0.005072881,0,0,0,9.36E-05,0.34935045,0,0,0.013150108,0,0,1
